season,winner,team_type,team,loss
2023,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2023,Chennai Super Kings,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Punjab Kings,team2,Rajasthan Royals,Rajasthan Royals
2023,Kolkata Knight Riders,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2023,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Rajasthan Royals,team2,Delhi Capitals,Delhi Capitals
2023,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2023,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2023,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2023,Rajasthan Royals,team2,Chennai Super Kings,Chennai Super Kings
2023,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Sunrisers Hyderabad,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Royal Challengers Bangalore,team2,Delhi Capitals,Delhi Capitals
2023,Punjab Kings,team2,Punjab Kings,Punjab Kings
2023,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2023,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2023,Chennai Super Kings,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2023,Mumbai Indians,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2023,Lucknow Super Giants,team2,Rajasthan Royals,Rajasthan Royals
2023,Royal Challengers Bangalore,team2,Punjab Kings,Punjab Kings
2023,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2023,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2023,Gujarat Titans,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Punjab Kings,team2,Mumbai Indians,Mumbai Indians
2023,Royal Challengers Bangalore,team2,Rajasthan Royals,Rajasthan Royals
2023,Chennai Super Kings,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Delhi Capitals,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2023,Gujarat Titans,team2,Mumbai Indians,Mumbai Indians
2023,Kolkata Knight Riders,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2023,Rajasthan Royals,team2,Chennai Super Kings,Chennai Super Kings
2023,Lucknow Super Giants,team2,Punjab Kings,Punjab Kings
2023,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Sunrisers Hyderabad,team2,Delhi Capitals,Delhi Capitals
2023,Punjab Kings,team2,Punjab Kings,Punjab Kings
2023,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2023,Royal Challengers Bangalore,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Delhi Capitals,team2,Gujarat Titans,Gujarat Titans
2023,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2023,Kolkata Knight Riders,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2023,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2023,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2023,Gujarat Titans,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2023,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2023,Chennai Super Kings,team2,Delhi Capitals,Delhi Capitals
2023,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2023,Mumbai Indians,team2,Gujarat Titans,Gujarat Titans
2023,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Punjab Kings,team2,Delhi Capitals,Delhi Capitals
2023,Royal Challengers Bangalore,team2,Rajasthan Royals,Rajasthan Royals
2023,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Gujarat Titans,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2023,Lucknow Super Giants,team2,Mumbai Indians,Mumbai Indians
2023,Delhi Capitals,team2,Punjab Kings,Punjab Kings
2023,Royal Challengers Bangalore,team2,Royal Challengers Bangalore,Royal Challengers Bangalore
2023,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2023,Chennai Super Kings,team2,Delhi Capitals,Delhi Capitals
2023,Lucknow Super Giants,team2,Kolkata Knight Riders,Kolkata Knight Riders
2023,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2023,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2023,Chennai Super Kings,team2,Gujarat Titans,Gujarat Titans
2023,Mumbai Indians,team2,Lucknow Super Giants,Lucknow Super Giants
2023,Gujarat Titans,team2,Mumbai Indians,Mumbai Indians
2023,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2024,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2024,Punjab Kings,team2,Punjab Kings,Punjab Kings
2024,Kolkata Knight Riders,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2024,Rajasthan Royals,team2,Lucknow Super Giants,Lucknow Super Giants
2024,Gujarat Titans,team2,Mumbai Indians,Mumbai Indians
2024,Royal Challengers Bengaluru,team2,Royal Challengers Bengaluru,Royal Challengers Bengaluru
2024,Chennai Super Kings,team2,Gujarat Titans,Gujarat Titans
2024,Sunrisers Hyderabad,team2,Mumbai Indians,Mumbai Indians
2024,Rajasthan Royals,team2,Delhi Capitals,Delhi Capitals
2024,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2024,Lucknow Super Giants,team2,Punjab Kings,Punjab Kings
2024,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2024,Delhi Capitals,team2,Chennai Super Kings,Chennai Super Kings
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Lucknow Super Giants,team2,Royal Challengers Bengaluru,Royal Challengers Bengaluru
2024,Kolkata Knight Riders,team2,Delhi Capitals,Delhi Capitals
2024,Punjab Kings,team2,Punjab Kings,Punjab Kings
2024,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Mumbai Indians,team2,Delhi Capitals,Delhi Capitals
2024,Lucknow Super Giants,team2,Gujarat Titans,Gujarat Titans
2024,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2024,Sunrisers Hyderabad,team2,Punjab Kings,Punjab Kings
2024,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2024,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2024,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2024,Chennai Super Kings,team2,Mumbai Indians,Mumbai Indians
2024,Sunrisers Hyderabad,team2,Royal Challengers Bengaluru,Royal Challengers Bengaluru
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Delhi Capitals,team2,Delhi Capitals,Delhi Capitals
2024,Mumbai Indians,team2,Punjab Kings,Punjab Kings
2024,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2024,Sunrisers Hyderabad,team2,Delhi Capitals,Delhi Capitals
2024,Kolkata Knight Riders,team2,Royal Challengers Bengaluru,Royal Challengers Bengaluru
2024,Gujarat Titans,team2,Gujarat Titans,Gujarat Titans
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2024,Delhi Capitals,team2,Gujarat Titans,Gujarat Titans
2024,Royal Challengers Bengaluru,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2024,Punjab Kings,team2,Punjab Kings,Punjab Kings
2024,Delhi Capitals,team2,Mumbai Indians,Mumbai Indians
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Royal Challengers Bengaluru,team2,Royal Challengers Bengaluru,Royal Challengers Bengaluru
2024,Chennai Super Kings,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2024,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2024,Lucknow Super Giants,team2,Lucknow Super Giants,Lucknow Super Giants
2024,Punjab Kings,team2,Punjab Kings,Punjab Kings
2024,Sunrisers Hyderabad,team2,Rajasthan Royals,Rajasthan Royals
2024,Kolkata Knight Riders,team2,Mumbai Indians,Mumbai Indians
2024,Royal Challengers Bengaluru,team2,Royal Challengers Bengaluru,Royal Challengers Bengaluru
2024,Chennai Super Kings,team2,Punjab Kings,Punjab Kings
2024,Kolkata Knight Riders,team2,Lucknow Super Giants,Lucknow Super Giants
2024,Mumbai Indians,team2,Mumbai Indians,Mumbai Indians
2024,Delhi Capitals,team2,Rajasthan Royals,Rajasthan Royals
2024,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2024,Royal Challengers Bengaluru,team2,Punjab Kings,Punjab Kings
2024,Gujarat Titans,team2,Chennai Super Kings,Chennai Super Kings
2024,Kolkata Knight Riders,team2,Mumbai Indians,Mumbai Indians
2024,Chennai Super Kings,team2,Chennai Super Kings,Chennai Super Kings
2024,Royal Challengers Bengaluru,team2,Delhi Capitals,Delhi Capitals
2024,Delhi Capitals,team2,Lucknow Super Giants,Lucknow Super Giants
2024,Punjab Kings,team2,Punjab Kings,Punjab Kings
2024,Lucknow Super Giants,team2,Mumbai Indians,Mumbai Indians
2024,Royal Challengers Bengaluru,team2,Chennai Super Kings,Chennai Super Kings
2024,Sunrisers Hyderabad,team2,Sunrisers Hyderabad,Sunrisers Hyderabad
2024,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
2024,Rajasthan Royals,team2,Rajasthan Royals,Rajasthan Royals
2024,Sunrisers Hyderabad,team2,Rajasthan Royals,Rajasthan Royals
2024,Kolkata Knight Riders,team2,Kolkata Knight Riders,Kolkata Knight Riders
